full_name,gender,classification_method,role,total_mentions,mentions_openai,mentions_anthropic,mentions_perplexity,mentions_gemini,mentions_by_category,first_mention_context
Ajit Pai,M,llm-high,practitioner,14,5,6,3,0,"{""networking and telecommunications"": 14}","Ajit Pai: Former FCC Chairman, often shares insights on regulatory aspects."
Stacey Higginbotham,F,llm-high,journalist,4,4,0,0,0,"{""networking and telecommunications"": 4}",Stacey Higginbotham: Writes extensively about IoT and networking.
Ina Fried,F,gender-guesser,journalist,3,1,0,0,2,"{""networking and telecommunications"": 1, ""ICT"": 2}",Ina Fried (Axios): Covers telecom and network infrastructure topics.
Andrew Odlyzko,M,gender-guesser,academic,3,3,0,0,0,"{""networking and telecommunications"": 3}","Andrew Odlyzko - A mathematician and former head of the University of Minnesota's Digital Technology Center, known for his work on telecommunications and internet traffic data analysis."
Peter Jarich,M,gender-guesser,analyst,1,1,0,0,0,"{""networking and telecommunications"": 1}","Peter Jarich - Head of GSMA Intelligence, known for his insights into mobile and telecommunications trends."
Ray Mota,M,llm-high,analyst,5,3,0,0,2,"{""networking and telecommunications"": 5}","Ray Mota: CEO and Principal Analyst at ACG Research, Ray provides in-depth analysis on networking trends."
Tom Nolle,M,gender-guesser,analyst,6,4,2,0,0,"{""networking and telecommunications"": 6}","Tom Nolle: President of CIMI Corporation, Tom often shares insights on the intersection of networking, cloud, and IT."
Andre Kindness,M,gender-guesser,analyst,17,2,3,0,12,"{""networking and telecommunications"": 17}","Andre Kindness: A principal analyst at Forrester, focusing on enterprise networking."
Zeus Kerravala,M,llm-high,analyst,22,2,12,0,8,"{""networking and telecommunications"": 22}","Zeus Kerravala: Founder and Principal Analyst at ZK Research, covering networking and collaboration technologies."
Chris Nicoll,unclassified,unclassified,analyst,5,1,0,0,4,"{""networking and telecommunications"": 5}",Chris Nicoll: A telecom analyst focusing on wireless and mobile communications.
Simon Leopold,M,gender-guesser,analyst,3,2,1,0,0,"{""networking and telecommunications"": 3}",Raymond James' Simon Leopold – He provides analysis on networking and telecommunications companies.
Brandon Butler,M,gender-guesser,analyst,11,2,7,0,2,"{""networking and telecommunications"": 9, ""cloud and infrastructure"": 2}",IDC's Brandon Butler – An analyst specializing in networking trends and cloud infrastructure.
Keri Kukral,F,gender-guesser,analyst,1,1,0,0,0,"{""networking and telecommunications"": 1}",Keri Kukral – Focuses on telecommunications and emerging technologies.
Mike Dano,M,gender-guesser,journalist,10,1,0,8,1,"{""networking and telecommunications"": 10}","Mike Dano – A journalist at Light Reading, covering 5G and telecom infrastructure."
Avi Freedman,M,gender-guesser,founder_ceo,1,1,0,0,0,"{""networking and telecommunications"": 1}","Avi Freedman – CEO of Kentik, shares insights on network performance and management."
Peter Diamandis,M,gender-guesser,founder_ceo,2,1,0,0,1,"{""networking and telecommunications"": 1, ""ICT"": 1}","Peter Diamandis – While broader in scope, he often touches on how telecommunications impacts innovation."
"Raymond ""Ray"" Tomlinson",M,gender-guesser,practitioner,3,2,0,1,0,"{""networking and telecommunications"": 2, ""cybersecurity"": 1}","Credited with inventing email, Tomlinson's work laid the foundation for one of the most widely used forms of communication on the Internet."
Len Bosack,M,gender-guesser,founder_ceo,1,1,0,0,0,"{""networking and telecommunications"": 1}","Co-founders of Cisco Systems, which has been a major player in networking hardware."
Sandy Lerner,F,llm-high,founder_ceo,8,8,0,0,0,"{""networking and telecommunications"": 8}","Co-founders of Cisco Systems, which has been a major player in networking hardware."
Niklas Zennström,M,gender-guesser,founder_ceo,4,4,0,0,0,"{""networking and telecommunications"": 4}","Co-founders of Skype, which popularized VoIP and transformed telecommunications."
Janus Friis,M,gender-guesser,founder_ceo,4,4,0,0,0,"{""networking and telecommunications"": 4}","Co-founders of Skype, which popularized VoIP and transformed telecommunications."
Dan Rayburn,M,gender-guesser,analyst,1,1,0,0,0,"{""networking and telecommunications"": 1}",Dan Rayburn - A leading expert in streaming media technology and content delivery networks (CDNs).
Om Malik,M,gender-guesser,founder_ceo,8,2,0,0,6,"{""networking and telecommunications"": 2, ""ICT"": 6}",Om Malik - Founder of GigaOM and a seasoned technology journalist with insights into broadband and telecom.
Bradley Chambers,M,gender-guesser,journalist,1,1,0,0,0,"{""networking and telecommunications"": 1}","Bradley Chambers - Writes about networking and IT for publications like 9to5Mac, with a focus on practical applications."
Amit Singhal,M,gender-guesser,practitioner,1,1,0,0,0,"{""networking and telecommunications"": 1}","Known for his work at Google, particularly in developing search algorithms that power vast networks of information retrieval."
Andrea Goldsmith,F,gender-guesser,academic,11,1,4,0,6,"{""networking and telecommunications"": 11}","A leading researcher in wireless communications and information theory, known for her work on the design and analysis of wireless networks."
James Crawshaw,M,gender-guesser,analyst,2,2,0,0,0,"{""networking and telecommunications"": 2}",James Crawshaw: An analyst at Omdia who focuses on telecom and networking.
Andrew Froehlich,M,gender-guesser,analyst,1,1,0,0,0,"{""networking and telecommunications"": 1}",Andrew Froehlich: Follow his blog and social media for insights on networking technologies.
Tom Hollingsworth,M,gender-guesser,analyst,25,2,3,14,6,"{""networking and telecommunications"": 25}",Networking Nerd (Tom Hollingsworth): Provides commentary and analysis on networking trends through his blog and social media.
Ethan Banks,M,gender-guesser,influencer,18,3,5,0,10,"{""networking and telecommunications"": 18}","Ethan Banks: Co-host of the Packet Pushers podcast, offering deep insights into networking technologies."
Mischa Dohler,M,gender-guesser,academic,3,1,1,0,1,"{""networking and telecommunications"": 2, ""ICT"": 1}",Individuals like Mischa Dohler and organizations such as the 3rd Generation Partnership Project (3GPP) play a significant role in the evolution of mobile networking technologies.
Scott Marcus,M,gender-guesser,other,1,1,0,0,0,"{""networking and telecommunications"": 1}",Scott Marcus - A telecommunications expert and consultant with a comprehensive background in policy and regulation.
David P. Reed,M,gender-guesser,academic,2,1,0,0,1,"{""networking and telecommunications"": 2}","Known for his contributions to the development of TCP/IP protocols and his work on Reed's Law, which discusses the utility of large networks."
Wendell Odom,M,gender-guesser,practitioner,3,1,2,0,0,"{""networking and telecommunications"": 3}","An author of many Cisco certification guides, Odom is a respected voice in the networking community, especially for professionals pursuing Cisco certifications."
Bob Metcalfe,M,gender-guesser,founder_ceo,25,6,9,10,0,"{""networking and telecommunications"": 25}","Bob Metcalfe - Co-inventor of Ethernet technology, Metcalfe is a key figure in the development of local area networks (LANs)."
Larry Roberts,M,gender-guesser,academic,1,1,0,0,0,"{""networking and telecommunications"": 1}","Larry Roberts - One of the key figures in the creation of the ARPANET, Roberts played a significant role in the development of network technologies."
Timothy Wu,M,gender-guesser,academic,17,1,3,3,10,"{""networking and telecommunications"": 7, ""ICT"": 10}","Known for coining the term ""net neutrality,"" Wu has written extensively on telecommunications policy and regulation."
Susan Crawford,F,gender-guesser,academic,4,2,2,0,0,"{""networking and telecommunications"": 4}",A legal and technology expert who has written about the impact of telecommunications policy on society.
Raymond James (Ray) Le Maistre,M,gender-guesser,journalist,1,1,0,0,0,"{""networking and telecommunications"": 1}","Often recognized for his work as an editor at Light Reading, Ray Le Maistre provides insightful analysis on telecom networks and technologies."
Craig Moffett,M,gender-guesser,analyst,3,1,2,0,0,"{""networking and telecommunications"": 3}","A senior analyst at MoffettNathanson, Craig provides detailed insights into the telecommunications industry, with particular focus on cable and wireless sectors."
John C. Dvorak,M,gender-guesser,journalist,1,1,0,0,0,"{""networking and telecommunications"": 1}","A long-time technology journalist and commentator, Dvorak has been influential in discussing broader tech trends, including networking."
Nick Lippis,M,gender-guesser,founder_ceo,1,1,0,0,0,"{""networking and telecommunications"": 1}","As a co-founder of ONUG (Open Networking User Group), Lippis is influential in discussions about open networking and enterprise networking trends."
R. Scott Raynovich,M,llm-high,founder_ceo,9,1,2,0,6,"{""networking and telecommunications"": 9}","Founder and Principal Analyst at Futuriom, Raynovich covers networking technologies, cloud infrastructure, and the broader telecom landscape."
Nicholas Economides,M,gender-guesser,academic,1,1,0,0,0,"{""networking and telecommunications"": 1}","Nicholas Economides: An economist known for his analysis of telecommunications networks, especially in terms of network economics and policy."
Scott Bradner,M,gender-guesser,academic,14,1,6,0,7,"{""networking and telecommunications"": 14}","Scott Bradner: A long-time participant in Internet governance and standardization, Bradner has been influential in the development of Internet protocols."
Nick McQuire,M,gender-guesser,analyst,1,1,0,0,0,"{""networking and telecommunications"": 1}","Nick McQuire: Known for his work in technology research, often focusing on telecommunications and networking."
William Stallings,M,gender-guesser,academic,3,1,0,0,2,"{""networking and telecommunications"": 3}",Authors like William Stallings and researchers publishing in journals such as IEEE/ACM Transactions on Networking contribute significantly
James Kisner,M,gender-guesser,analyst,1,1,0,0,0,"{""networking and telecommunications"": 1}",Analysts like Simon Leopold from Raymond James or James Kisner from Loop Capital Markets have been recognized for their work in telecommunications and networking sectors.
Stephen T. Kent,M,gender-guesser,academic,1,1,0,0,0,"{""networking and telecommunications"": 1}",Stephen T. Kent - Known for his work in internet security and architecture.
Greg Ferro,M,gender-guesser,founder_ceo,47,2,5,23,17,"{""networking and telecommunications"": 44, ""cloud and infrastructure"": 3}",Greg Ferro (EtherealMind) - Provides insights into networking trends and technologies.
James F. Kurose,M,gender-guesser,academic,19,2,9,1,7,"{""networking and telecommunications"": 18, ""ICT"": 1}","James F. Kurose and Keith W. Ross: Authors of the widely used textbook ""Computer Networking: A Top-Down Approach."""
Keith W. Ross,M,gender-guesser,academic,18,2,9,0,7,"{""networking and telecommunications"": 18}","James F. Kurose and Keith W. Ross: Authors of the widely used textbook ""Computer Networking: A Top-Down Approach."""
Ivan Pepelnjak,M,gender-guesser,practitioner,62,1,19,16,26,"{""networking and telecommunications"": 62}","Ivan Pepelnjak: Runs the 'IP Space' blog, focusing on network design and architecture."
Yvonne C. Brill,F,gender-guesser,practitioner,1,1,0,0,0,"{""networking and telecommunications"": 1}","women like Yvonne C. Brill contributed to related fields such as satellite communications, which are integral to global telecommunications."
Adele Goldberg,F,gender-guesser,academic,22,2,1,13,6,"{""networking and telecommunications"": 2, ""ICT"": 13, ""software engineering"": 7}",Adele Goldberg: A computer scientist whose work at Xerox PARC on the development of programming languages and interfaces has had a lasting impact on the way we interact with networked systems.
Kimberly Crider,F,llm-high,other,1,1,0,0,0,"{""networking and telecommunications"": 1}","Kimberly Crider: As a major general in the U.S. Space Force, Crider has been involved in advancing military communications technology, which has implications for both defense and civilian telecommunications."
